"date","fremont_bridge_nb","fremont_bridge_sb"
"2017-01-11T23:00:00.000","2","3"
"2017-01-25T23:00:00.000","5","3"
"2017-01-08T04:00:00.000","0","0"
"2017-01-30T02:00:00.000","1","1"
"2017-01-28T07:00:00.000","9","14"
"2017-01-17T01:00:00.000","1","3"
"2017-01-18T17:00:00.000","47","175"
"2017-01-23T19:00:00.000","37","81"
"2017-01-30T12:00:00.000","12","34"
"2012-10-23T00:00:00.000","3","3"
"2012-10-23T01:00:00.000","1","1"
"2017-01-24T11:00:00.000","31","33"
"2017-01-06T08:00:00.000","161","93"
"2017-01-01T13:00:00.000","19","16"
"2017-01-02T09:00:00.000","21","11"
"2017-01-03T07:00:00.000","120","64"
"2017-01-04T06:00:00.000","36","32"
"2017-01-31T04:00:00.000","3","3"
"2017-01-28T11:00:00.000","60","47"
"2017-01-29T05:00:00.000","4","3"
"2017-01-27T07:00:00.000","155","76"
"2017-01-02T21:00:00.000","8","7"
"2017-01-01T00:00:00.000","0","5"
"2012-10-23T14:00:00.000","38","38"
"2017-01-27T12:00:00.000","29","28"
"2017-01-19T04:00:00.000","3","1"
"2017-01-14T06:00:00.000","6","3"
"2017-01-11T02:00:00.000","0","0"
"2017-01-24T07:00:00.000","188","104"
"2017-01-16T02:00:00.000","0","1"
"2017-01-02T07:00:00.000","13","4"
"2017-01-06T07:00:00.000","90","47"
"2017-01-07T06:00:00.000","4","2"
"2017-01-05T09:00:00.000","83","59"
"2017-01-21T23:00:00.000","3","12"
"2017-01-03T00:00:00.000","0","3"
"2017-01-16T13:00:00.000","39","33"
"2017-01-25T21:00:00.000","14","29"
"2017-01-08T01:00:00.000","1","3"
"2017-01-05T21:00:00.000","6","18"
"2017-01-18T16:00:00.000","46","90"
"2017-01-11T22:00:00.000","9","11"
"2017-01-31T09:00:00.000","98","100"
"2017-01-11T10:00:00.000","35","47"
"2017-01-29T06:00:00.000","4","4"
"2017-01-03T21:00:00.000","5","4"
"2017-01-16T03:00:00.000","0","0"
"2017-01-25T06:00:00.000","59","41"
"2017-01-13T15:00:00.000","40","53"
"2017-01-23T21:00:00.000","11","22"
"2017-01-14T23:00:00.000","1","3"
"2017-01-18T02:00:00.000","0","0"
"2017-01-26T17:00:00.000","78","309"
"2017-01-22T22:00:00.000","2","3"
"2017-01-17T14:00:00.000","10","13"
"2017-01-12T18:00:00.000","68","143"
"2017-01-11T06:00:00.000","51","21"
"2017-01-23T03:00:00.000","1","1"
"2017-01-14T17:00:00.000","22","25"
"2017-01-03T13:00:00.000","10","17"
"2017-01-06T12:00:00.000","27","24"
"2017-01-19T17:00:00.000","70","233"
"2017-01-01T15:00:00.000","29","11"
"2017-01-20T23:00:00.000","7","13"
"2017-01-23T13:00:00.000","31","40"
"2017-01-04T08:00:00.000","175","103"
"2017-01-25T01:00:00.000","0","3"
"2017-01-24T19:00:00.000","41","90"
"2017-01-03T03:00:00.000","0","0"
"2017-01-22T14:00:00.000","22","18"
"2017-01-19T09:00:00.000","83","72"
"2017-01-21T10:00:00.000","78","42"
"2017-01-09T16:00:00.000","52","107"
"2017-01-03T20:00:00.000","8","16"
"2017-01-27T23:00:00.000","8","10"
"2017-01-14T20:00:00.000","13","4"
"2017-01-13T00:00:00.000","2","2"
"2017-01-30T13:00:00.000","26","34"
"2017-01-14T18:00:00.000","15","16"
"2017-01-16T15:00:00.000","40","59"
"2015-11-08T04:00:00.000","0","0"
"2017-01-13T22:00:00.000","3","9"
"2017-01-09T08:00:00.000","202","131"
"2017-01-21T13:00:00.000","62","84"
"2017-01-05T10:00:00.000","30","27"
"2017-01-02T11:00:00.000","21","26"
"2017-01-21T16:00:00.000","49","69"
"2017-01-06T17:00:00.000","64","168"
"2017-01-08T09:00:00.000","11","11"
"2017-01-12T20:00:00.000","12","35"
"2017-01-26T10:00:00.000","22","35"
"2017-01-23T09:00:00.000","106","85"
"2017-01-25T15:00:00.000","28","47"
"2017-01-05T04:00:00.000","3","1"
"2017-01-24T14:00:00.000","22","25"
"2017-01-21T15:00:00.000","55","125"
"2017-01-07T20:00:00.000","4","9"
"2017-01-16T16:00:00.000","24","67"
"2017-01-24T04:00:00.000","3","2"
"2017-01-25T02:00:00.000","1","0"
"2017-01-21T05:00:00.000","7","4"
"2017-01-17T19:00:00.000","14","64"
"2017-01-19T07:00:00.000","123","72"
"2017-01-24T17:00:00.000","108","306"
"2017-01-11T09:00:00.000","80","75"
"2017-01-23T05:00:00.000","12","12"
"2012-10-27T00:00:00.000","6","6"
"2017-01-13T05:00:00.000","12","8"
"2017-01-12T09:00:00.000","80","63"
"2012-10-27T03:00:00.000","1","1"
"2017-01-20T21:00:00.000","13","20"
"2017-01-31T22:00:00.000","4","15"
"2017-01-16T08:00:00.000","93","65"
"2017-01-17T10:00:00.000","27","28"
"2017-01-09T20:00:00.000","13","28"
"2017-01-10T00:00:00.000","2","3"
"2017-01-13T07:00:00.000","112","57"
"2017-01-22T02:00:00.000","2","1"
"2017-01-23T17:00:00.000","104","345"
"2017-01-13T12:00:00.000","23","17"
"2017-01-29T04:00:00.000","0","1"
"2015-11-10T01:00:00.000","0","0"
"2017-01-08T08:00:00.000","8","9"
"2017-01-24T02:00:00.000","2","1"
"2017-01-09T13:00:00.000","16","18"
"2017-01-03T17:00:00.000","76","245"
"2017-01-09T22:00:00.000","6","6"
"2017-01-26T12:00:00.000","20","31"
"2017-01-02T23:00:00.000","3","2"
"2017-01-03T22:00:00.000","1","7"
"2012-10-28T00:00:00.000","5","5"
"2017-01-13T14:00:00.000","19","31"
"2017-01-06T04:00:00.000","2","1"
"2017-01-09T04:00:00.000","5","2"
"2017-01-23T22:00:00.000","6","11"
"2017-01-27T19:00:00.000","29","49"
"2017-01-10T04:00:00.000","5","1"
"2017-01-12T15:00:00.000","33","42"
"2017-01-12T14:00:00.000","30","24"
"2017-01-26T06:00:00.000","63","40"
"2017-01-29T22:00:00.000","6","7"
"2017-01-05T07:00:00.000","122","58"
"2017-01-02T00:00:00.000","0","1"
"2017-01-31T05:00:00.000","17","16"
"2017-01-16T14:00:00.000","44","39"
"2017-01-31T07:00:00.000","195","109"
"2017-01-26T22:00:00.000","12","15"
"2017-01-28T21:00:00.000","12","13"
"2017-01-31T21:00:00.000","19","13"
"2017-01-21T02:00:00.000","1","1"
"2017-01-28T18:00:00.000","28","31"
"2017-01-14T16:00:00.000","34","22"
"2017-01-24T10:00:00.000","38","45"
"2017-01-02T14:00:00.000","36","37"
"2017-01-17T18:00:00.000","48","143"
"2017-01-12T01:00:00.000","1","0"
"2017-01-22T00:00:00.000","3","5"
"2017-01-24T22:00:00.000","5","13"
"2017-01-20T06:00:00.000","42","27"
"2017-01-27T17:00:00.000","97","284"
"2017-01-24T23:00:00.000","9","6"
"2017-01-02T01:00:00.000","0","1"
"2017-01-05T17:00:00.000","61","211"
"2017-01-03T12:00:00.000","16","18"
"2017-01-25T05:00:00.000","15","13"
"2017-01-31T16:00:00.000","73","135"
"2017-01-19T10:00:00.000","31","32"
"2017-01-29T21:00:00.000","6","7"
"2017-01-28T19:00:00.000","11","20"
"2017-01-15T18:00:00.000","14","14"
"2017-01-26T00:00:00.000","3","2"
"2017-01-18T08:00:00.000","114","71"
"2017-01-17T11:00:00.000","23","13"
"2017-01-31T10:00:00.000","43","40"
"2017-01-25T00:00:00.000","6","5"
"2017-01-11T18:00:00.000","62","163"
"2017-01-14T04:00:00.000","0","0"
"2017-01-23T16:00:00.000","81","128"
"2017-01-22T04:00:00.000","0","0"
"2017-01-12T21:00:00.000","9","20"
"2017-01-09T10:00:00.000","30","34"
"2017-01-02T19:00:00.000","4","13"
"2012-10-30T04:00:00.000","3","3"
"2017-01-09T07:00:00.000","157","71"
"2017-01-20T20:00:00.000","13","36"
"2017-01-20T22:00:00.000","10","16"
"2017-01-01T16:00:00.000","21","11"
"2017-01-10T01:00:00.000","0","0"
"2017-01-04T23:00:00.000","6","2"
"2017-01-28T08:00:00.000","33","21"
"2017-01-24T09:00:00.000","121","96"
"2017-01-09T11:00:00.000","20","19"
"2017-01-27T09:00:00.000","76","85"
"2017-01-29T14:00:00.000","38","20"
"2017-01-09T05:00:00.000","12","9"
"2017-01-03T01:00:00.000","1","1"
"2017-01-05T00:00:00.000","0","1"
"2017-01-07T09:00:00.000","22","15"
"2017-01-26T11:00:00.000","28","33"
"2012-10-30T21:00:00.000","8","8"
"2012-10-30T22:00:00.000","8","8"
"2017-01-05T19:00:00.000","18","60"
"2012-10-31T00:00:00.000","2","2"
"2017-01-27T15:00:00.000","54","61"
"2017-01-05T20:00:00.000","6","20"
"2017-01-04T19:00:00.000","16","61"
"2017-01-28T04:00:00.000","1","2"
"2017-01-25T10:00:00.000","28","40"
"2017-01-10T05:00:00.000","17","14"
"2017-01-17T08:00:00.000","180","118"
"2017-01-18T00:00:00.000","2","1"
"2017-01-16T23:00:00.000","3","5"
"2017-01-05T03:00:00.000","0","0"
"2017-01-08T10:00:00.000","19","17"
"2017-01-26T07:00:00.000","164","78"
"2017-01-08T03:00:00.000","1","1"
"2017-01-31T06:00:00.000","67","36"
"2017-01-08T20:00:00.000","1","6"
"2017-01-30T09:00:00.000","102","87"
"2017-01-04T18:00:00.000","60","138"
"2017-01-16T19:00:00.000","22","42"
"2017-01-23T15:00:00.000","45","63"
"2017-01-03T16:00:00.000","49","111"
"2017-01-06T03:00:00.000","0","0"
"2017-01-30T10:00:00.000","39","40"
"2017-01-07T12:00:00.000","27","20"
"2017-01-31T01:00:00.000","1","1"
"2017-01-28T10:00:00.000","63","36"
"2012-11-01T02:00:00.000","1","1"
"2012-11-01T03:00:00.000","0","0"
"2017-01-26T03:00:00.000","0","3"
"2017-01-26T21:00:00.000","12","21"
"2017-01-12T11:00:00.000","26","35"
"2017-01-04T04:00:00.000","3","2"
"2017-01-30T22:00:00.000","6","9"
"2017-01-04T13:00:00.000","19","18"
"2017-01-13T18:00:00.000","44","123"
"2017-01-09T19:00:00.000","24","64"
"2017-01-11T04:00:00.000","4","2"
"2017-01-15T21:00:00.000","4","5"
"2017-01-23T10:00:00.000","44","45"
"2017-01-09T03:00:00.000","0","0"
"2017-01-10T07:00:00.000","114","80"
"2017-01-17T00:00:00.000","4","1"
"2017-01-22T21:00:00.000","5","4"
"2017-01-08T00:00:00.000","4","7"
"2017-01-18T22:00:00.000","5","9"
"2017-01-15T23:00:00.000","2","2"
"2017-01-11T21:00:00.000","13","11"
"2017-01-21T22:00:00.000","10","5"
"2017-01-12T19:00:00.000","23","61"
"2017-01-31T20:00:00.000","25","39"
"2017-01-02T12:00:00.000","27","28"
"2017-01-30T07:00:00.000","206","100"
"2012-11-02T04:00:00.000","5","5"
"2017-01-23T02:00:00.000","1","1"
"2017-01-03T10:00:00.000","31","27"
"2017-01-15T11:00:00.000","41","34"
"2017-01-21T01:00:00.000","0","4"
"2017-01-27T21:00:00.000","5","18"
"2017-01-11T13:00:00.000","21","33"
"2017-01-29T18:00:00.000","15","23"
"2012-11-03T04:00:00.000","2","2"
"2012-11-03T05:00:00.000","6","6"
"2015-12-18T21:00:00.000","7","17"
"2015-12-02T23:00:00.000","8","12"
"2015-12-13T03:00:00.000","3","1"
"2015-12-28T11:00:00.000","24","8"
"2015-12-06T21:00:00.000","2","3"
"2015-12-04T01:00:00.000","0","2"
"2015-12-04T14:00:00.000","45","40"
"2015-12-18T22:00:00.000","10","7"
"2015-12-26T02:00:00.000","0","0"
"2015-12-24T14:00:00.000","35","30"
"2015-12-17T11:00:00.000","14","6"
"2015-12-12T20:00:00.000","3","9"
"2015-12-11T13:00:00.000","22","25"
"2015-12-29T20:00:00.000","17","12"
"2015-12-09T05:00:00.000","15","10"
"2015-12-30T19:00:00.000","7","34"
"2015-12-21T15:00:00.000","11","27"
"2012-11-04T02:00:00.000","5","5"
"2015-12-09T02:00:00.000","0","1"
"2017-01-16T00:00:00.000","1","2"
"2015-12-29T09:00:00.000","65","43"
"2015-12-06T19:00:00.000","5","8"
"2015-12-22T02:00:00.000","2","0"
"2015-12-28T02:00:00.000","0","1"
"2015-12-22T20:00:00.000","6","18"
"2012-11-04T09:00:00.000","34","34"
"2015-12-03T19:00:00.000","24","62"
"2015-12-12T22:00:00.000","8","2"
"2015-12-18T16:00:00.000","62","97"
"2015-12-02T15:00:00.000","32","59"
"2015-12-24T02:00:00.000","0","1"
"2012-11-04T15:00:00.000","45","45"
"2015-12-13T21:00:00.000","3","1"
"2015-12-04T16:00:00.000","74","142"
"2015-12-16T04:00:00.000","4","3"
"2015-12-04T19:00:00.000","27","56"
"2015-12-28T04:00:00.000","2","1"
"2015-12-15T04:00:00.000","3","3"
"2015-12-20T18:00:00.000","7","14"
"2015-12-21T02:00:00.000","0","1"
"2015-12-12T10:00:00.000","25","16"
"2015-12-06T06:00:00.000","4","2"
"2012-11-05T02:00:00.000","1","1"
"2015-12-05T20:00:00.000","7","4"
"2015-12-27T19:00:00.000","2","4"
"2015-12-14T13:00:00.000","32","26"
"2015-12-22T18:00:00.000","34","114"
"2015-12-16T10:00:00.000","55","30"
"2015-12-19T00:00:00.000","3","4"
"2015-12-22T16:00:00.000","46","112"
"2015-12-11T08:00:00.000","183","111"
"2015-12-06T16:00:00.000","17","8"
"2015-12-11T21:00:00.000","13","17"
"2015-12-17T20:00:00.000","18","50"
"2015-12-13T14:00:00.000","34","21"
"2015-12-20T15:00:00.000","17","24"
"2015-12-15T16:00:00.000","66","129"
"2015-12-15T06:00:00.000","61","41"
"2015-12-31T21:00:00.000","8","8"
"2015-12-07T16:00:00.000","52","90"
"2015-12-13T07:00:00.000","7","6"
"2015-12-22T22:00:00.000","6","6"
"2015-12-11T20:00:00.000","11","30"
"2015-12-08T04:00:00.000","3","1"
"2012-11-06T00:00:00.000","5","5"
"2015-12-20T20:00:00.000","13","9"
"2015-12-01T03:00:00.000","3","0"
"2015-12-01T23:00:00.000","2","4"
"2015-12-16T13:00:00.000","30","30"
"2015-12-03T18:00:00.000","66","124"
"2015-12-14T19:00:00.000","34","68"
"2015-12-12T01:00:00.000","3","7"
"2015-12-29T21:00:00.000","4","14"
"2015-12-08T05:00:00.000","15","6"
"2015-12-10T16:00:00.000","56","99"
"2015-12-31T23:00:00.000","7","6"
"2015-12-22T23:00:00.000","1","8"
"2015-12-24T07:00:00.000","29","23"
"2015-12-18T07:00:00.000","127","42"
"2015-12-21T12:00:00.000","10","9"
"2015-12-26T22:00:00.000","4","3"
"2015-12-27T16:00:00.000","5","9"
"2015-12-11T14:00:00.000","45","30"
"2015-12-13T18:00:00.000","9","10"
"2015-12-12T03:00:00.000","0","1"
"2015-12-23T11:00:00.000","26","11"
"2015-12-02T16:00:00.000","81","115"
"2015-12-30T16:00:00.000","70","80"
"2012-11-07T00:00:00.000","6","6"
"2015-12-31T09:00:00.000","38","27"
"2015-12-24T11:00:00.000","16","20"
"2015-12-31T18:00:00.000","14","30"
"2015-12-11T05:00:00.000","15","7"
"2015-12-16T07:00:00.000","175","69"
"2015-12-08T18:00:00.000","55","141"
"2015-12-06T14:00:00.000","41","32"
"2015-12-31T17:00:00.000","23","58"
"2015-12-09T09:00:00.000","117","73"
"2015-12-10T18:00:00.000","59","135"
"2015-12-01T09:00:00.000","127","81"
"2015-12-05T06:00:00.000","12","3"
"2015-12-28T12:00:00.000","14","15"
"2015-12-17T12:00:00.000","11","11"
"2015-12-05T17:00:00.000","18","7"
"2015-12-17T02:00:00.000","2","1"
"2015-12-16T06:00:00.000","66","35"
"2015-12-14T23:00:00.000","5","9"
"2015-12-27T00:00:00.000","2","3"
"2015-12-28T06:00:00.000","30","17"
"2015-12-22T06:00:00.000","44","30"
"2015-12-23T02:00:00.000","0","0"
"2015-12-03T01:00:00.000","1","3"
"2015-12-10T04:00:00.000","4","1"
"2012-11-08T00:00:00.000","1","1"
"2012-11-08T01:00:00.000","3","3"
"2015-12-23T08:00:00.000","100","49"
"2015-12-31T03:00:00.000","0","0"
"2015-12-25T01:00:00.000","0","3"
"2015-12-08T21:00:00.000","6","15"
"2015-12-26T03:00:00.000","0","0"
"2015-12-09T19:00:00.000","28","68"
"2015-12-25T02:00:00.000","0","4"
"2015-12-10T05:00:00.000","14","9"
"2015-12-30T14:00:00.000","37","47"
"2015-12-09T03:00:00.000","4","0"
"2015-12-06T09:00:00.000","16","18"
"2015-12-05T00:00:00.000","7","12"
"2015-12-25T14:00:00.000","26","19"
"2015-12-27T12:00:00.000","5","7"
"2015-12-17T10:00:00.000","30","19"
"2015-12-30T00:00:00.000","2","5"
"2015-12-14T22:00:00.000","11","12"
"2015-12-12T07:00:00.000","6","12"
"2015-12-04T13:00:00.000","34","28"
"2015-12-01T10:00:00.000","42","34"
"2015-12-12T14:00:00.000","14","11"
"2015-12-25T15:00:00.000","26","17"
"2015-12-10T07:00:00.000","169","70"
"2015-12-19T05:00:00.000","4","6"
"2015-12-12T19:00:00.000","6","7"
"2015-12-01T13:00:00.000","31","32"
"2015-12-25T20:00:00.000","4","2"
"2015-12-01T06:00:00.000","66","30"
"2015-12-02T05:00:00.000","21","8"
"2015-12-20T04:00:00.000","2","2"
"2015-12-30T12:00:00.000","34","19"
"2015-12-01T21:00:00.000","5","20"
"2015-12-02T10:00:00.000","57","23"
"2015-12-27T08:00:00.000","7","7"
"2015-12-08T15:00:00.000","30","37"
"2012-11-09T13:00:00.000","45","45"
"2015-12-16T05:00:00.000","22","7"
"2015-12-26T14:00:00.000","25","30"
"2015-12-04T21:00:00.000","11","27"
"2015-12-16T21:00:00.000","12","29"
"2015-12-26T20:00:00.000","4","12"
"2015-12-19T11:00:00.000","51","34"
"2015-12-21T00:00:00.000","2","3"
"2015-12-10T20:00:00.000","17","32"
"2015-12-08T22:00:00.000","3","10"
"2012-11-09T23:00:00.000","8","8"
"2015-12-06T04:00:00.000","0","0"
"2012-11-10T01:00:00.000","4","4"
"2015-12-23T21:00:00.000","7","6"
"2015-12-19T23:00:00.000","4","14"
"2012-11-10T04:00:00.000","2","2"
"2015-12-13T22:00:00.000","3","6"
"2015-12-31T16:00:00.000","48","61"
"2015-12-15T03:00:00.000","3","2"
"2015-12-18T00:00:00.000","2","1"
"2015-12-31T08:00:00.000","68","32"
"2015-12-05T11:00:00.000","18","11"
"2015-12-28T21:00:00.000","2","3"
"2015-12-04T12:00:00.000","36","24"
"2015-12-11T22:00:00.000","10","15"
"2015-12-04T18:00:00.000","65","126"
"2015-12-23T19:00:00.000","12","29"
"2015-12-26T19:00:00.000","4","3"
"2015-12-10T10:00:00.000","34","19"
"2015-12-12T17:00:00.000","14","10"
"2012-11-10T19:00:00.000","13","13"
"2015-12-16T18:00:00.000","84","173"
"2015-12-27T09:00:00.000","4","12"
"2015-12-09T08:00:00.000","205","97"
"2015-12-29T01:00:00.000","0","0"
"2015-12-22T17:00:00.000","69","180"
"2015-12-25T03:00:00.000","0","0"
"2015-12-18T19:00:00.000","12","48"
"2015-12-07T01:00:00.000","1","1"
"2015-12-13T01:00:00.000","1","0"
"2015-12-29T05:00:00.000","9","3"
"2015-12-18T13:00:00.000","15","28"
"2015-12-14T09:00:00.000","104","68"
"2015-12-15T12:00:00.000","33","22"
"2015-12-10T08:00:00.000","214","103"
"2015-12-07T11:00:00.000","7","10"
"2015-12-11T03:00:00.000","1","0"
"2015-12-27T04:00:00.000","0","1"
"2015-12-30T21:00:00.000","4","10"
"2015-12-30T08:00:00.000","113","53"
"2015-12-15T15:00:00.000","46","52"
"2015-12-27T01:00:00.000","1","4"
"2015-12-07T22:00:00.000","11","17"
"2015-12-12T15:00:00.000","15","15"
"2015-12-14T10:00:00.000","40","32"
"2015-12-05T19:00:00.000","7","3"
"2015-12-05T09:00:00.000","21","7"
"2015-12-11T00:00:00.000","2","5"
"2015-12-15T23:00:00.000","5","9"
"2015-12-21T01:00:00.000","0","0"
"2015-12-30T09:00:00.000","65","33"
"2015-12-11T15:00:00.000","45","61"
"2012-11-12T02:00:00.000","2","2"
"2015-12-17T23:00:00.000","3","6"
"2012-11-12T04:00:00.000","1","1"
"2015-12-22T13:00:00.000","21","18"
"2015-12-24T05:00:00.000","4","2"
"2015-12-02T21:00:00.000","18","32"
"2015-12-28T00:00:00.000","1","3"
"2015-12-03T12:00:00.000","17","16"
"2015-12-21T09:00:00.000","52","37"
"2015-12-03T14:00:00.000","25","25"
"2015-12-25T22:00:00.000","1","3"
"2015-12-23T06:00:00.000","38","21"
"2015-12-29T18:00:00.000","50","91"
"2015-12-25T18:00:00.000","5","3"
"2015-12-10T01:00:00.000","3","2"
"2015-12-04T11:00:00.000","31","24"
"2015-12-12T21:00:00.000","4","3"
"2015-12-08T13:00:00.000","11","9"
"2015-12-20T14:00:00.000","30","22"
"2015-12-24T18:00:00.000","8","10"
"2015-12-15T00:00:00.000","5","4"
"2015-12-07T13:00:00.000","4","14"
"2015-12-18T14:00:00.000","33","26"
"2015-12-28T03:00:00.000","1","0"
"2015-12-31T07:00:00.000","49","25"
"2012-11-13T03:00:00.000","1","1"
